occurrence_no,record_type,reid_no,flags,collection_no,accepted_name,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,reference_no,within_range,Status
792622,occ,,,85958,Anomoiodon liliensterni,species,139851,Aegean,,246.7,244.99,29018,YES,extinct
792722,occ,,,27479,Macroleter agilis,species,139979,Roadian,Wordian,274.4,264.28,90693,YES,extinct
795305,occ,,,86346,Archosaurus rossicus,species,140596,Vyatkian,,259.51,256.8,29101,YES,extinct
795454,occ,,,86401,Pintosaurus magnidentis,species,140753,Late Triassic,,237,201.4,29120,YES,extinct
796148,occ,,,86484,Kinelia broomi,species,140802,Vyatkian,,259.51,256.8,29127,YES,extinct
797372,occ,,,86708,Macrocnemus bassanii,species,138934,Anisian,Ladinian,246.7,237,29195,YES,extinct
797942,occ,,,86828,Macrocnemus bassanii,species,138934,Anisian,,246.7,241.464,29195,YES,extinct
797944,occ,,,86830,Serpianosaurus mirigiolensis,species,142015,Illyrian,,243.33,241.464,29226,YES,extinct
797945,occ,,,86831,Serpianosaurus mirigiolensis,species,142015,Illyrian,,243.33,241.464,29226,YES,extinct
797946,occ,,,86832,Serpianosaurus mirigiolensis,species,142015,Illyrian,,243.33,241.464,29226,YES,extinct
797947,occ,,,86833,Serpianosaurus mirigiolensis,species,142015,Illyrian,,243.33,241.464,29226,YES,extinct
797948,occ,,,86834,Serpianosaurus mirigiolensis,species,142015,Fassanian,,241.464,239.48,29226,YES,extinct
797949,occ,,,86835,Serpianosaurus mirigiolensis,species,142015,Fassanian,,241.464,239.48,29226,YES,extinct
797950,occ,,,86836,Serpianosaurus mirigiolensis,species,142015,Fassanian,,241.464,239.48,29226,YES,extinct
797951,occ,,,86828,Serpianosaurus mirigiolensis,species,142015,Anisian,,246.7,241.464,29226,YES,extinct
797952,occ,,,86837,Serpianosaurus mirigiolensis,species,142015,Anisian,Ladinian,246.7,237,29226,YES,extinct
797953,occ,,,86837,Macrocnemus bassanii,species,138934,Anisian,Ladinian,246.7,237,29195,YES,extinct
797954,occ,,,86838,Serpianosaurus mirigiolensis,species,142015,Anisian,Ladinian,246.7,237,29226,YES,extinct
797955,occ,,,86839,Serpianosaurus mirigiolensis,species,142015,Anisian,Ladinian,246.7,237,29226,YES,extinct
797956,occ,,,86840,Serpianosaurus mirigiolensis,species,142015,Anisian,Ladinian,246.7,237,29226,YES,extinct
797957,occ,,,86841,Macrocnemus bassanii,species,138934,Ladinian,,241.464,237,29195,YES,extinct
799799,occ,,,87054,Bolosaurus striatus,species,138029,Leonardian,,286,274.4,14253,YES,extinct
799826,occ,,,27341,Rhipaeosaurus tricuspidens,species,142489,Urzhumian,,266.9,264.28,28657,YES,extinct
800076,occ,,,87090,Panphagia protos,species,142534,Carnian,,237,227.3,29302,YES,extinct
800599,occ,,,87146,Utatsusaurus hataii,species,142759,Olenekian,,249.9,246.7,29337,YES,extinct
801922,occ,,,87220,Kenyasaurus mariakaniensis,species,142948,Induan,Olenekian,251.902,246.7,29359,YES,extinct
803135,occ,,,87410,Procolophon trigoniceps,species,56758,Early Triassic,,251.902,246.7,29423,YES,extinct
803158,occ,,,87414,Procolophon trigoniceps,species,56758,Early Triassic,,251.902,246.7,29423,YES,extinct
805166,occ,,,87874,Raeticodactylus filisurensis,species,143934,Sevatian,Rhaetian,211.18,201.4,29534,YES,extinct
805168,occ,,,87875,Caviramus schesaplanensis,species,143936,Sevatian,Rhaetian,211.18,201.4,29535,YES,extinct
806122,occ,,,88045,Doswellia kaltenbachi,species,94382,Carnian,,237,227.3,29578,YES,extinct
806158,occ,,,88046,Yonghesuchus sangbiensis,species,144372,Ladinian,Carnian,241.464,227.3,29579,YES,extinct
806205,occ,,,88049,Qianosuchus mixtus,species,144375,Pelsonian,,244.24,243.33,29581,YES,extinct
806332,occ,,,88066,Turfanosuchus dabanensis,species,100515,Anisian,,246.7,241.464,24313,YES,extinct
806719,occ,,,13273,Trilophosaurus jacobsi,species,69041,Norian,,227.3,205.7,29613,YES,extinct
806750,occ,,,28250,Araeoscelis casei,species,138981,Artinskian,Kungurian,290.1,274.4,4323,YES,extinct
806914,occ,,,13043,Procolophon trigoniceps,species,56758,Induan,Olenekian,251.902,246.7,29615,YES,extinct
806953,occ,,,28256,Labidosaurus hamatus,species,134856,Kungurian,,283.3,274.4,7693,YES,extinct
807183,occ,,,13043,Paliguana whitei,species,144690,Induan,Olenekian,251.902,246.7,29625,YES,extinct
807184,occ,,,27266,Procolophon trigoniceps,species,56758,Early Triassic,,251.902,246.7,29423,YES,extinct
807815,occ,,,88329,Trilophosaurus jacobsi,species,69041,Norian,,227.3,205.7,29613,YES,extinct
807923,occ,,,88338,Machaeroprosopus jablonskiae,species,145116,Norian,,227.3,205.7,29659,YES,extinct
808133,occ,21641,,88342,Youngina capensis,species,77037,Wuchiapingian,Changhsingian,259.51,251.902,26938,YES,extinct
808154,occ,,,84714,Youngina capensis,species,77037,Wuchiapingian,,259.51,254.14,29668,YES,extinct
808649,occ,,,88394,Eunotosaurus africanus,species,56889,Capitanian,,264.28,259.51,29681,YES,extinct
811288,occ,,,88950,Fodonyx spenceri,species,139035,Anisian,,246.7,241.464,28945,YES,extinct
811289,occ,,,88951,Fodonyx spenceri,species,139035,Anisian,,246.7,241.464,28945,YES,extinct
811299,occ,,,88953,Fodonyx spenceri,species,139035,Anisian,,246.7,241.464,28945,YES,extinct
811300,occ,,,88954,Fodonyx spenceri,species,139035,Anisian,,246.7,241.464,28945,YES,extinct
811301,occ,,,88955,Fodonyx spenceri,species,139035,Anisian,,246.7,241.464,28945,YES,extinct
811302,occ,,,88956,Fodonyx spenceri,species,139035,Anisian,,246.7,241.464,28945,YES,extinct
811303,occ,,,88957,Fodonyx spenceri,species,139035,Anisian,,246.7,241.464,28945,YES,extinct
811309,occ,,,88959,Fodonyx spenceri,species,139035,Anisian,,246.7,241.464,28945,YES,extinct
811310,occ,,,88960,Fodonyx spenceri,species,139035,Anisian,,246.7,241.464,28945,YES,extinct
811311,occ,,,88961,Fodonyx spenceri,species,139035,Anisian,,246.7,241.464,28945,YES,extinct
811312,occ,,,88962,Fodonyx spenceri,species,139035,Anisian,,246.7,241.464,28945,YES,extinct
811313,occ,,,88963,Fodonyx spenceri,species,139035,Anisian,,246.7,241.464,28945,YES,extinct
811314,occ,,,88964,Fodonyx spenceri,species,139035,Anisian,,246.7,241.464,28945,YES,extinct
811315,occ,,,88965,Fodonyx spenceri,species,139035,Anisian,,246.7,241.464,28945,YES,extinct
811316,occ,,,88966,Fodonyx spenceri,species,139035,Anisian,,246.7,241.464,28945,YES,extinct
811318,occ,,,88968,Fodonyx spenceri,species,139035,Anisian,,246.7,241.464,28945,YES,extinct
811319,occ,,,88969,Fodonyx spenceri,species,139035,Anisian,,246.7,241.464,28945,YES,extinct
811320,occ,,,88970,Fodonyx spenceri,species,139035,Anisian,,246.7,241.464,28945,YES,extinct
811326,occ,23604,,88974,Bentonyx sidensis,species,173529,Anisian,,246.7,241.464,34460,YES,extinct
811330,occ,,,88977,Kapes bentoni,species,161098,Anisian,,246.7,241.464,28843,YES,extinct
811331,occ,,,88978,Kapes bentoni,species,161098,Anisian,,246.7,241.464,28843,YES,extinct
811337,occ,,,88977,Coartaredens isaaci,species,146360,Anisian,,246.7,241.464,28843,YES,extinct
811338,occ,,,88977,Coartaredens isaaci,species,146360,Anisian,,246.7,241.464,28843,YES,extinct
811340,occ,21710,,88984,Fodonyx spenceri,species,139035,Anisian,,246.7,241.464,28945,YES,extinct
811363,occ,,,88993,Fodonyx spenceri,species,139035,Anisian,,246.7,241.464,28945,YES,extinct
811364,occ,,,88994,Fodonyx spenceri,species,139035,Anisian,,246.7,241.464,28945,YES,extinct
811391,occ,,,89005,Stagonolepis robertsoni,species,119075,Carnian,Norian,237,205.7,55639,YES,extinct
811399,occ,,,89008,Ornithosuchus woodwardi,species,55573,Carnian,Norian,237,205.7,9482,YES,extinct
811400,occ,,,89008,Hyperodapedon gordoni,species,146404,Carnian,Norian,237,205.7,15587,YES,extinct
811409,occ,,,89011,Leptopleuron lacertinum,species,95837,Carnian,Norian,237,205.7,29845,YES,extinct
811410,occ,,,89012,Hyperodapedon gordoni,species,146404,Carnian,Norian,237,205.7,15587,YES,extinct
811429,occ,,,57948,Brachyrhinodon taylori,species,375338,Carnian,Norian,237,205.7,29851,YES,extinct
811452,occ,,,57948,Hyperodapedon gordoni,species,146404,Carnian,Norian,237,205.7,29855,YES,extinct
811667,occ,21727,,89078,Scoloparia glyphanodon,species,120893,Carnian,,237,227.3,26919,YES,extinct
811738,occ,,I,89117,Saurischichnus primitivus,species,85808,Norian,,227.3,205.7,29902,YES,extinct
811765,occ,,,89131,Stegomus arcuatus,species,156115,Norian,,227.3,205.7,70950,YES,extinct
811778,occ,,,89137,Hypsognathus fenneri,species,121094,Norian,Rhaetian,227.3,201.4,28983,YES,extinct
811782,occ,,,89140,Hypsognathus fenneri,species,121094,Rhaetian,,205.7,201.4,26952,YES,extinct
811785,occ,40238,,89142,Hypsognathus fenneri,species,121094,Norian,,227.3,205.7,26952,YES,extinct
811795,occ,,,55446,Soturnia caliodon,species,120452,Norian,,227.3,205.7,26858,YES,extinct
811801,occ,,,55446,Clevosaurus brasiliensis,species,146635,Norian,,227.3,205.7,29906,YES,extinct
811811,occ,,,89149,Stegomus arcuatus,species,156115,Carnian,Norian,237,205.7,30998,YES,extinct
812265,occ,22513,,47126,Vancleavea campi,species,69043,Norian,,227.3,205.7,31327,YES,extinct
814095,occ,,,89607,Arganaceras vacanti,species,135371,Wuchiapingian,,259.51,254.14,28408,YES,extinct
814159,occ,,,89626,Australothyris smithi,species,147935,Capitanian,,264.28,259.51,30052,YES,extinct
814161,occ,,,28854,Deltavjatia rossicus,species,53171,Early Severodvinian,,264.28,259.51,31376,YES,extinct
815480,occ,,,89845,Broomia perplexa,species,148125,Capitanian,,264.28,259.51,30085,YES,extinct
815481,occ,,,13004,Broomia perplexa,species,148125,Capitanian,,264.28,259.51,30085,YES,extinct
816651,occ,,,89859,Milleretta rubidgei,species,121354,Wuchiapingian,Changhsingian,259.51,251.902,26960,YES,extinct
818246,occ,,,89952,Yarasuchus deccanensis,species,148343,Anisian,,246.7,241.464,30124,YES,extinct
818268,occ,,,89952,Pamelaria dolichotrachela,species,148345,Anisian,,246.7,241.464,30125,YES,extinct
818285,occ,,,89969,Redondavenator quayensis,species,148347,Norian,,227.3,205.7,30126,YES,extinct
819353,occ,,,52498,Dromomeron romeri,species,104966,Norian,,227.3,205.7,30105,YES,extinct
819354,occ,,,39160,Dromomeron gregorii,species,148224,Norian,,227.3,205.7,30105,YES,extinct
819355,occ,,,22706,Dromomeron gregorii,species,148224,Carnian,Norian,237,205.7,30105,YES,extinct
820640,occ,,,90244,Eunotosaurus africanus,species,56889,Capitanian,,264.28,259.51,30297,YES,extinct
820889,occ,,,90304,Sillosuchus longicervix,species,149850,Carnian,,237,227.3,30316,YES,extinct
820895,occ,,,90309,Erythrosuchus africanus,species,163009,Anisian,,246.7,241.464,32005,YES,extinct
820942,occ,,,90337,Callawayia neoscapularis,species,149933,Norian,,227.3,205.7,30337,YES,extinct
821274,occ,,,90374,Utatsusaurus hataii,species,142759,Spathian,,248.1,246.7,30360,YES,extinct
824857,occ,,,90876,Termatosaurus alberti,species,261502,Rhaetian,,205.7,201.4,30573,YES,extinct
829103,occ,,,91403,Heptasuchus clarki,species,119069,Carnian,,237,227.3,30767,YES,extinct
829485,occ,,,91493,Hyperodapedon sanjuanensis,species,178419,Carnian,,237,227.3,30828,YES,extinct
829496,occ,,,91494,Poposaurus gracilis,species,69076,Carnian,,237,227.3,15408,YES,extinct
829679,occ,,,91529,Angistorhinus aeolamnis,species,155203,Carnian,,237,227.3,30842,YES,extinct
829816,occ,,,91566,Angistorhinus parvus,species,182290,Carnian,,237,227.3,30843,YES,extinct
829989,occ,,,91590,Dolichobrachium gracile,species,155536,Carnian,,237,227.3,30871,YES,extinct
829996,occ,,,91590,Poposaurus gracilis,species,69076,Carnian,,237,227.3,30874,YES,extinct
830738,occ,,I,91694,Steropoides ingens,species,225723,Late Triassic,,237,201.4,30910,YES,extinct
830739,occ,,IF,91694,Eubrontes giganteus,species,67402,Late Triassic,,237,201.4,30910,YES,extinct
830740,occ,,I,91694,Eubrontes minusculus,species,67386,Late Triassic,,237,201.4,30910,YES,extinct
830741,occ,,IF,91694,Eubrontes sillimani,species,67392,Late Triassic,,237,201.4,30910,YES,extinct
830742,occ,,IF,91694,Grallator tenuis,species,67368,Late Triassic,,237,201.4,30910,YES,extinct
830743,occ,,I,91694,Grallator cursorius,species,64080,Late Triassic,,237,201.4,30910,YES,extinct
830744,occ,,I,91694,Grallator cursorius,species,64080,Late Triassic,,237,201.4,30910,YES,extinct
830745,occ,,I,91694,Anomoepus scambus,species,67417,Late Triassic,,237,201.4,30910,YES,extinct
830746,occ,,IF,91694,Batrachopus gracilis,species,68012,Late Triassic,,237,201.4,30910,YES,extinct
830748,occ,27486,IF,46622,Grallator tuberosus,species,67394,Norian,,227.3,205.7,12444,YES,extinct
830749,occ,27487,IF,46622,Grallator tuberosus,species,67394,Norian,,227.3,205.7,12444,YES,extinct
830750,occ,,IF,46622,Sauropus ingens,species,365821,Norian,,227.3,205.7,30910,YES,extinct
830751,occ,27488,IF,46622,Apatopus lineatus,species,64093,Norian,,227.3,205.7,12444,YES,extinct
830752,occ,,IF,46622,Argoides macrodactylus,species,141794,Norian,,227.3,205.7,30910,YES,extinct
830756,occ,,IF,55413,Batrachopus gracilis,species,68012,Norian,,227.3,205.7,30910,YES,extinct
830757,occ,,IF,55413,Eubrontes sillimani,species,67392,Norian,,227.3,205.7,30910,YES,extinct
830758,occ,,I,55413,Anomoepus scambus,species,67417,Norian,,227.3,205.7,30910,YES,extinct
830859,occ,,,91743,Hypuronector limnaios,species,156151,Norian,,227.3,205.7,30920,YES,extinct
830860,occ,,,91743,Tanytrachelos ahynis,species,138947,Norian,,227.3,205.7,62822,YES,extinct
830904,occ,,,91750,Stegomus arcuatus,species,156115,Alaunian,,215.38,211.18,14628,YES,extinct
832006,occ,,,92082,Stegomus arcuatus,species,156115,Norian,,227.3,205.7,31017,YES,extinct
832046,occ,,,92087,Aetosaurus ferratus,species,156403,Norian,,227.3,205.7,31001,YES,extinct
832047,occ,,,92088,Aetosaurus ferratus,species,156403,Norian,,227.3,205.7,31001,YES,extinct
832048,occ,32880,,92089,Stenomyti huangae,species,347475,Norian,Rhaetian,227.3,201.4,60772,YES,extinct
832067,occ,,,92093,Coahomasuchus kahleorum,species,156415,Carnian,Norian,237,205.7,31007,YES,extinct
832113,occ,,,92107,Hypsognathus fenneri,species,121094,Norian,Rhaetian,227.3,201.4,31017,YES,extinct
832115,occ,,IF,92107,Gwyneddichnium majore,species,93713,Norian,Rhaetian,227.3,201.4,31017,YES,extinct
832674,occ,,,92315,Aetosauroides scagliai,species,157037,Carnian,Norian,237,205.7,31120,YES,extinct
832675,occ,,,92316,Aetosauroides scagliai,species,157037,Carnian,Norian,237,205.7,31120,YES,extinct
832678,occ,24794,,92317,Aetosauroides scagliai,species,157037,Carnian,,237,227.3,36254,YES,extinct
832680,occ,,,92318,Aetosauroides scagliai,species,157037,Carnian,Norian,237,205.7,31122,YES,extinct
832685,occ,24790,,92319,Aetosauroides scagliai,species,157037,Carnian,Norian,237,205.7,36254,YES,extinct
832689,occ,,,39160,Acaenasuchus geoffreyi,species,69070,Norian,,227.3,205.7,14122,YES,extinct
832690,occ,,,39219,Calyptosuchus wellesi,species,69072,Norian,,227.3,205.7,14122,YES,extinct
832691,occ,,,92322,Calyptosuchus wellesi,species,69072,Norian,,227.3,205.7,14122,YES,extinct
832694,occ,,,92322,Postosuchus kirkpatricki,species,69074,Norian,,227.3,205.7,14122,YES,extinct
832696,occ,,,92322,Smilosuchus adamanensis,species,69057,Norian,,227.3,205.7,14122,YES,extinct
833223,occ,,,92436,Eumetabolodon bathycephalus,species,154291,Anisian,,246.7,241.464,7511,YES,extinct
833484,occ,,,92493,Barasaurus besairiei,species,157552,Induan,Smithian,251.902,248.1,31180,YES,extinct
833489,occ,,,92493,Hovasaurus boulei,species,324156,Induan,Smithian,251.902,248.1,31180,YES,extinct
837001,occ,,,39160,Vancleavea campi,species,69043,Norian,,227.3,205.7,31327,YES,extinct
837002,occ,,,92807,Candelaria barbouri,species,158939,Ladinian,,241.464,237,31325,YES,extinct
837005,occ,,,92808,Vancleavea campi,species,69043,Norian,,227.3,205.7,31327,YES,extinct
837007,occ,,,92810,Vancleavea campi,species,69043,Norian,,227.3,205.7,14122,YES,extinct
837008,occ,,,48547,Vancleavea campi,species,69043,Norian,,227.3,205.7,31327,YES,extinct
837009,occ,,,84264,Vancleavea campi,species,69043,Norian,,227.3,205.7,31327,YES,extinct
837010,occ,,,84015,Vancleavea campi,species,69043,Rhaetian,,205.7,201.4,31327,YES,extinct
837011,occ,,,49500,Vancleavea campi,species,69043,Norian,,227.3,205.7,31327,YES,extinct
837012,occ,,,92811,Vancleavea campi,species,69043,Norian,,227.3,205.7,31327,YES,extinct
837057,occ,,,84264,Acallosuchus rectori,species,69040,Norian,,227.3,205.7,14122,YES,extinct
837086,occ,,,92819,Smilosuchus adamanensis,species,69057,Norian,,227.3,205.7,14122,YES,extinct
837089,occ,,,92819,Vancleavea campi,species,69043,Norian,,227.3,205.7,14122,YES,extinct
837168,occ,,,92821,Calyptosuchus wellesi,species,69072,Norian,,227.3,205.7,14122,YES,extinct
837171,occ,,,92821,Vancleavea campi,species,69043,Norian,,227.3,205.7,14122,YES,extinct
837181,occ,,,92819,Calyptosuchus wellesi,species,69072,Norian,,227.3,205.7,14122,YES,extinct
837182,occ,,,92824,Calyptosuchus wellesi,species,69072,Norian,,227.3,205.7,14122,YES,extinct
837214,occ,,,92826,Postosuchus kirkpatricki,species,69074,Norian,,227.3,205.7,14122,YES,extinct
837226,occ,,,92827,Vancleavea campi,species,69043,Norian,,227.3,205.7,31327,YES,extinct
837361,occ,,,92850,Trilophosaurus jacobsi,species,69041,Norian,,227.3,205.7,31343,YES,extinct
837363,occ,,,92850,Calyptosuchus wellesi,species,69072,Norian,,227.3,205.7,31343,YES,extinct
837364,occ,,,92850,Acaenasuchus geoffreyi,species,69070,Norian,,227.3,205.7,31343,YES,extinct
837367,occ,28339,,92850,Hesperosuchus agilis,species,69077,Norian,,227.3,205.7,46019,YES,extinct
837368,occ,28340,,92850,Revueltosaurus callenderi,species,64950,Norian,,227.3,205.7,46019,YES,extinct
837372,occ,22538,,92850,Vancleavea campi,species,69043,Norian,,227.3,205.7,31344,YES,extinct
837398,occ,22537,,92856,Vancleavea campi,species,69043,Norian,,227.3,205.7,31327,YES,extinct
837428,occ,,,71976,Vancleavea campi,species,69043,Carnian,Norian,237,205.7,14122,YES,extinct
837482,occ,,,92888,Koiloskiosaurus coburgiensis,species,139847,Aegean,,246.7,244.99,31349,YES,extinct
837542,occ,,,92907,Shihtienfenia permica,species,161939,Changhsingian,,254.14,251.902,31364,YES,extinct
837546,occ,,,39219,Hesperosuchus agilis,species,69077,Norian,,227.3,205.7,10591,YES,extinct
837547,occ,,,39219,Postosuchus kirkpatricki,species,69074,Norian,,227.3,205.7,14122,YES,extinct
837551,occ,,,52499,Acaenasuchus geoffreyi,species,69070,Norian,,227.3,205.7,14122,YES,extinct
837552,occ,,,52499,Calyptosuchus wellesi,species,69072,Norian,,227.3,205.7,14122,YES,extinct
837558,occ,,,92911,Smilosuchus adamanensis,species,69057,Norian,,227.3,205.7,35767,YES,extinct
837559,occ,,,92911,Poposaurus gracilis,species,69076,Norian,,227.3,205.7,14122,YES,extinct
837562,occ,,,92912,Calyptosuchus wellesi,species,69072,Norian,,227.3,205.7,14122,YES,extinct
837578,occ,,,80712,Scutosaurus karpinskii,species,159704,Late Severodvinian,,264.28,259.51,31376,YES,extinct
837593,occ,,,92922,Calyptosuchus wellesi,species,69072,Norian,,227.3,205.7,14122,YES,extinct
837594,occ,,,92922,Leptosuchus crosbiensis,species,69060,Norian,,227.3,205.7,14122,YES,extinct
837597,occ,,,92922,Poposaurus gracilis,species,69076,Norian,,227.3,205.7,14122,YES,extinct
837601,occ,,,92923,Calyptosuchus wellesi,species,69072,Norian,,227.3,205.7,14122,YES,extinct
837637,occ,,,92929,Smilosuchus adamanensis,species,69057,Norian,,227.3,205.7,14122,YES,extinct
837639,occ,,,92931,Leptosuchus crosbiensis,species,69060,Norian,,227.3,205.7,14122,YES,extinct
837648,occ,,,28065,Scutosaurus karpinskii,species,159704,Late Severodvinian,Vyatkian,264.28,256.8,28657,YES,extinct
837649,occ,,,28065,Scutosaurus karpinskii,species,159704,Late Severodvinian,Vyatkian,264.28,256.8,28657,YES,extinct
837650,occ,,,28065,Scutosaurus karpinskii,species,159704,Late Severodvinian,Vyatkian,264.28,256.8,28657,YES,extinct
837651,occ,,,28065,Scutosaurus karpinskii,species,159704,Late Severodvinian,Vyatkian,264.28,256.8,28657,YES,extinct
837652,occ,,,27952,Scutosaurus karpinskii,species,159704,Late Severodvinian,Vyatkian,264.28,256.8,28657,YES,extinct
837653,occ,,,74202,Tawa hallae,species,159719,Norian,,227.3,205.7,31393,YES,extinct
837654,occ,,,92938,Tawa hallae,species,159719,Norian,,227.3,205.7,31393,YES,extinct
837655,occ,,,92939,Tawa hallae,species,159719,Norian,,227.3,205.7,31393,YES,extinct
838080,occ,,,28065,Scutosaurus karpinskii,species,159704,Late Severodvinian,Vyatkian,264.28,256.8,28657,YES,extinct
838081,occ,,,28065,Scutosaurus karpinskii,species,159704,Late Severodvinian,Vyatkian,264.28,256.8,28657,YES,extinct
838082,occ,,,93016,Obirkovia gladiator,species,160258,Late Severodvinian,Vyatkian,264.28,256.8,31425,YES,extinct
838129,occ,,,93024,Hypselorhachis mirabilis,species,160314,Anisian,,246.7,241.464,77959,YES,extinct
838194,occ,,,93035,Protorosaurus speneri,species,95836,Wuchiapingian,,259.51,254.14,31431,YES,extinct
838199,occ,38541,,93037,Sphodrosaurus pennsylvanicus,species,160364,Norian,,227.3,205.7,31432,YES,extinct
838605,occ,22595,,93084,Bradysaurus baini,species,56752,Capitanian,,264.28,259.51,29616,YES,extinct
838651,occ,,,93096,Bradysaurus seeleyi,species,144595,Capitanian,,264.28,259.51,31439,YES,extinct
838652,occ,,,93097,Bradysaurus baini,species,56752,Capitanian,,264.28,259.51,31439,YES,extinct
838666,occ,,,93100,Bradysaurus baini,species,56752,Capitanian,,264.28,259.51,31439,YES,extinct
838668,occ,,,13004,Bradysaurus baini,species,56752,Capitanian,,264.28,259.51,31439,YES,extinct
838828,occ,,,93109,Smilosuchus adamanensis,species,69057,Norian,,227.3,205.7,14122,YES,extinct
838837,occ,,,93113,Calyptosuchus wellesi,species,69072,Norian,,227.3,205.7,14122,YES,extinct
838864,occ,,,93115,Calyptosuchus wellesi,species,69072,Norian,,227.3,205.7,14122,YES,extinct
838917,occ,,,93116,Calyptosuchus wellesi,species,69072,Norian,,227.3,205.7,14122,YES,extinct
838919,occ,,,93117,Calyptosuchus wellesi,species,69072,Norian,,227.3,205.7,14122,YES,extinct
838924,occ,,,93118,Calyptosuchus wellesi,species,69072,Norian,,227.3,205.7,14122,YES,extinct
838927,occ,,,93119,Calyptosuchus wellesi,species,69072,Norian,,227.3,205.7,14122,YES,extinct
838928,occ,,,93120,Calyptosuchus wellesi,species,69072,Norian,,227.3,205.7,14122,YES,extinct
838932,occ,,,93123,Calyptosuchus wellesi,species,69072,Norian,,227.3,205.7,14122,YES,extinct
838936,occ,,,93126,Calyptosuchus wellesi,species,69072,Norian,,227.3,205.7,14122,YES,extinct
838955,occ,,,93127,Calyptosuchus wellesi,species,69072,Norian,,227.3,205.7,14122,YES,extinct
838959,occ,,,93129,Calyptosuchus wellesi,species,69072,Norian,,227.3,205.7,14122,YES,extinct
838963,occ,,,93131,Calyptosuchus wellesi,species,69072,Norian,,227.3,205.7,14122,YES,extinct
838966,occ,,,93132,Smilosuchus adamanensis,species,69057,Norian,,227.3,205.7,14122,YES,extinct
838999,occ,,,93135,Calyptosuchus wellesi,species,69072,Norian,,227.3,205.7,14122,YES,extinct
839581,occ,,,93156,Kapes majmesculae,species,161704,Illyrian,,243.33,241.464,28844,YES,extinct
839583,occ,,,93156,Dorosuchus neoetus,species,169953,Illyrian,,243.33,241.464,29101,YES,extinct
840267,occ,,,28479,Chasmatosuchus rossicus,species,162606,Olenekian,,249.9,246.7,9920,YES,extinct
840268,occ,,,28479,Microcnemus efremovi,species,162605,Olenekian,,249.9,246.7,9920,YES,extinct
840353,occ,,,93201,Orenburgia concinna,species,161152,Olenekian,,249.9,246.7,28844,YES,extinct
840364,occ,,,93205,Tichvinskia burtensis,species,161153,Olenekian,,249.9,246.7,31497,YES,extinct
840372,occ,,,93205,Garjainia prima,species,200145,Olenekian,,249.9,246.7,28844,YES,extinct
840381,occ,,,27343,Orenburgia enigmaticus,species,161155,Olenekian,,249.9,246.7,31386,YES,extinct
840615,occ,,,93226,Calyptosuchus wellesi,species,69072,Norian,,227.3,205.7,14122,YES,extinct
840618,occ,,,93227,Calyptosuchus wellesi,species,69072,Norian,,227.3,205.7,14122,YES,extinct
840619,occ,,,93228,Calyptosuchus wellesi,species,69072,Norian,,227.3,205.7,14122,YES,extinct
840621,occ,,,93229,Calyptosuchus wellesi,species,69072,Norian,,227.3,205.7,14122,YES,extinct
840678,occ,27211,,52501,Protome batalaria,species,242995,Norian,,227.3,205.7,42466,YES,extinct
840722,occ,,,93230,Smilosuchus adamanensis,species,69057,Norian,,227.3,205.7,14122,YES,extinct
840767,occ,,,93232,Leptosuchus crosbiensis,species,69060,Norian,,227.3,205.7,14122,YES,extinct
840769,occ,,,93232,Calyptosuchus wellesi,species,69072,Norian,,227.3,205.7,14122,YES,extinct
841368,occ,,,93274,Orenburgia bruma,species,161230,Olenekian,,249.9,246.7,31499,YES,extinct
841373,occ,,,93276,Orenburgia bruma,species,161230,Olenekian,,249.9,246.7,31491,YES,extinct
841374,occ,,,93276,Orenburgia concinna,species,161152,Olenekian,,249.9,246.7,31491,YES,extinct
841811,occ,,,83471,Austriadactylus cristatus,species,92172,Alaunian,Sevatian,215.38,205.7,31587,YES,extinct
841820,occ,,,93354,Calyptosuchus wellesi,species,69072,Norian,,227.3,205.7,14122,YES,extinct
841821,occ,,,93354,Poposaurus gracilis,species,69076,Norian,,227.3,205.7,14122,YES,extinct
841825,occ,,,93356,Calyptosuchus wellesi,species,69072,Norian,,227.3,205.7,14122,YES,extinct
841828,occ,,,93358,Smilosuchus gregorii,species,69059,Norian,,227.3,205.7,14122,YES,extinct
841834,occ,,,93362,Smilosuchus gregorii,species,69059,Norian,,227.3,205.7,14122,YES,extinct
841836,occ,,,93363,Smilosuchus gregorii,species,69059,Norian,,227.3,205.7,14122,YES,extinct
841838,occ,,,93364,Smilosuchus adamanensis,species,69057,Norian,,227.3,205.7,14122,YES,extinct
842017,occ,,,93382,Timanophon raridentatus,species,161659,Olenekian,,249.9,246.7,31491,YES,extinct
842020,occ,,,93385,Timanophon raridentatus,species,161659,Olenekian,,249.9,246.7,31491,YES,extinct
842029,occ,,,93392,Typothorax coccinarum,species,64940,Sevatian,,211.18,205.7,14122,YES,extinct
842030,occ,,,93392,Postosuchus kirkpatricki,species,69074,Sevatian,,211.18,205.7,14122,YES,extinct
842032,occ,,,93393,Typothorax coccinarum,species,64940,Norian,,227.3,205.7,14122,YES,extinct
842034,occ,,,93394,Typothorax coccinarum,species,64940,Norian,,227.3,205.7,14122,YES,extinct
842036,occ,,,93394,Shuvosaurus inexpectatus,species,90276,Norian,,227.3,205.7,14122,YES,extinct
842037,occ,,,93395,Typothorax coccinarum,species,64940,Norian,,227.3,205.7,14122,YES,extinct
