occurrence_no,record_type,reid_no,flags,collection_no,accepted_name,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,reference_no,within_range,Status
1384346,occ,,,189823,Psephoderma alpinum,species,56516,Rhaetian,,205.7,201.4,63818,YES,extinct
1384355,occ,,,189823,Psephoderma alpinum,species,56516,Rhaetian,,205.7,201.4,63818,YES,extinct
1385576,occ,,,187653,Nyctiphruretus acudens,species,139947,Late Kazanian,Urzhumian,274.4,264.28,28657,YES,extinct
1385577,occ,,,187653,Bashkyroleter mesensis,species,137140,Late Kazanian,Urzhumian,274.4,264.28,63997,YES,extinct
1385578,occ,,,190282,Macroleter poezicus,species,120852,Late Kazanian,Urzhumian,274.4,264.28,63997,YES,extinct
1388411,occ,,,136682,Thalattosaurus alexandrae,species,282732,Tuvalian,,233.6,227.3,64154,YES,extinct
1388416,occ,,,136683,Nectosaurus halius,species,282735,Tuvalian,,233.6,227.3,64154,YES,extinct
1388417,occ,,,136682,Nectosaurus halius,species,282735,Tuvalian,,233.6,227.3,64154,YES,extinct
1388419,occ,,,190855,Nectosaurus halius,species,282735,Carnian,,237,227.3,64154,YES,extinct
1389767,occ,,,137680,Simosaurus gaillardoti,species,95793,Ladinian,,241.464,237,28567,YES,extinct
1390008,occ,,IF,191134,Chirotherium barthii,species,85727,Middle Triassic,,246.7,237,64450,YES,extinct
1390009,occ,,IF,191135,Chirotherium barthii,species,85727,Middle Triassic,,246.7,237,68227,YES,extinct
1390010,occ,,IF,191136,Chirotherium barthii,species,85727,Middle Triassic,,246.7,237,64450,YES,extinct
1390011,occ,,IF,182300,Chirotherium barthii,species,85727,Olenekian,Anisian,249.9,241.464,64450,YES,extinct
1390012,occ,,IF,191137,Chirotherium sickleri,species,249179,Olenekian,Anisian,249.9,241.464,64450,YES,extinct
1390013,occ,,IF,191138,Chirotherium barthii,species,85727,Olenekian,Anisian,249.9,241.464,64450,YES,extinct
1390014,occ,,IF,191138,Chirotherium sickleri,species,249179,Olenekian,Anisian,249.9,241.464,64450,YES,extinct
1390016,occ,,IF,182300,Chirotherium vorbachi,species,194828,Olenekian,Anisian,249.9,241.464,64450,YES,extinct
1390017,occ,,IF,182300,Chelonipus cuneiformis,species,465389,Olenekian,Anisian,249.9,241.464,64450,YES,extinct
1393389,occ,,,27012,Clevosaurus cambrica,species,366383,Carnian,,237,227.3,64775,YES,extinct
1394193,occ,,,138123,Phalarodon atavus,species,172825,Anisian,,246.7,241.464,64860,YES,extinct
1394194,occ,,,138123,Phalarodon atavus,species,172825,Anisian,,246.7,241.464,64860,YES,extinct
1394195,occ,,,138123,Tholodus schmidi,species,263041,Anisian,,246.7,241.464,64860,YES,extinct
1394218,occ,,,192008,Smilosuchus lithodendrorum,species,69058,Norian,,227.3,205.7,64865,YES,extinct
1394719,occ,,IF,170320,Rhynchocephalichnus franconicus,species,360011,Norian,,227.3,205.7,64930,YES,extinct
1395199,occ,,IF,192151,Rhynchosauroides petri,species,96622,Anisian,Ladinian,246.7,237,65009,YES,extinct
1395201,occ,,IF,192151,Chirotherium barthii,species,85727,Anisian,Ladinian,246.7,237,65009,YES,extinct
1395202,occ,,I,192151,Brachychirotherium parvum,species,64090,Anisian,Ladinian,246.7,237,65009,YES,extinct
1395203,occ,,IF,192151,Chirotherium ferox,species,92023,Anisian,Ladinian,246.7,237,65009,YES,extinct
1397832,occ,,,192672,Mandaphon nadra,species,368560,Anisian,,246.7,241.464,65394,YES,extinct
1397833,occ,,,192598,Teleocrater rhadinus,species,352308,Anisian,,246.7,241.464,65394,YES,extinct
1398274,occ,38350,I,192751,Grallator cursorius,species,64080,Norian,,227.3,205.7,76668,YES,extinct
1398276,occ,38349,I,192752,Grallator cursorius,species,64080,Norian,,227.3,205.7,76668,YES,extinct
1399126,occ,38344,I,192896,Grallator cursorius,species,64080,Rhaetian,,205.7,201.4,76668,YES,extinct
1399129,occ,38345,I,192897,Grallator cursorius,species,64080,Rhaetian,,205.7,201.4,76668,YES,extinct
1399323,occ,38346,I,192915,Grallator cursorius,species,64080,Rhaetian,,205.7,201.4,76668,YES,extinct
1399325,occ,38347,I,192916,Grallator cursorius,species,64080,Rhaetian,,205.7,201.4,76668,YES,extinct
1399327,occ,38351,I,192917,Grallator cursorius,species,64080,Rhaetian,,205.7,201.4,76668,YES,extinct
1400741,occ,,,193001,Pagosvenator candelariensis,species,370045,Ladinian,Carnian,241.464,227.3,65618,YES,extinct
1400945,occ,,IF,93613,Heterodontichnites hunti,species,370101,Norian,,227.3,205.7,65636,YES,extinct
1400946,occ,,IF,22718,Heterodontichnites hunti,species,370101,Carnian,,237,227.3,65636,YES,extinct
1401765,occ,,IF,84184,Eosauropus cimarronensis,species,131585,Norian,,227.3,205.7,39735,YES,extinct
1401891,occ,,IF,68780,Evazoum sirigui,species,131587,Carnian,,237,227.3,65679,YES,extinct
1402721,occ,,,36377,Endennasaurus acutirostris,species,307747,Alaunian,,215.38,211.18,65736,YES,extinct
1403127,occ,,,98623,Bagualosaurus agudoensis,species,370986,Carnian,Norian,237,205.7,65762,YES,extinct
1405232,occ,,IF,194070,Otozoum grandcombensis,species,77383,Norian,,227.3,205.7,65699,YES,extinct
1405233,occ,,IF,194070,Grallator andeolensis,species,334330,Norian,,227.3,205.7,65699,YES,extinct
1405272,occ,,,194079,Shringasaurus indicus,species,371602,Anisian,,246.7,241.464,65912,YES,extinct
1405297,occ,,I,194093,Grallator cursorius,species,64080,Rhaetian,,205.7,201.4,65922,YES,extinct
1405298,occ,,IF,194093,Eubrontes giganteus,species,67402,Rhaetian,,205.7,201.4,65922,YES,extinct
1405299,occ,,IF,194093,Eubrontes sillimani,species,67392,Rhaetian,,205.7,201.4,65922,YES,extinct
1405302,occ,,IF,194093,Batrachopus bellus,species,156087,Rhaetian,,205.7,201.4,65922,YES,extinct
1405303,occ,,IF,194093,Batrachopus deweyi,species,67449,Rhaetian,,205.7,201.4,65922,YES,extinct
1405304,occ,,IF,194093,Batrachopus bellus,species,156087,Rhaetian,,205.7,201.4,65922,YES,extinct
1405851,occ,,,61449,Ozimek volans,species,371746,Tuvalian,,233.6,227.3,65956,YES,extinct
1406763,occ,,,194380,Mandasuchus tanyauchen,species,371874,Anisian,,246.7,241.464,77959,YES,extinct
1406767,occ,,,194381,Mandasuchus tanyauchen,species,371874,Anisian,,246.7,241.464,65999,YES,extinct
1406768,occ,34843,,194382,Mandasuchus tanyauchen,species,371874,Anisian,,246.7,241.464,65999,YES,extinct
1406769,occ,,,194383,Megachirella wachtleri,species,321433,Pelsonian,Illyrian,244.24,241.464,66001,YES,extinct
1406770,occ,,,194384,Elginia wuyongae,species,371877,Lopingian,,259.51,251.902,66003,YES,extinct
1406771,occ,,,67862,Labidosauriscus richardi,species,371879,Artinskian,,290.1,283.3,66004,YES,extinct
1406772,occ,,,101875,Fraxinisaura rozynekae,species,371881,Longobardian,,239.48,237,66005,YES,extinct
1406773,occ,,,48422,Avicranium renestoi,species,371883,Rhaetian,,205.7,201.4,66007,YES,extinct
1406954,occ,,,120898,Variodens inopinatus,species,253391,Rhaetian,,205.7,201.4,66019,YES,extinct
1406955,occ,,,120898,Gephyrosaurus evansae,species,371911,Rhaetian,,205.7,201.4,66019,YES,extinct
1407310,occ,,,194548,Nundasuchus songeaensis,species,372158,Anisian,,246.7,241.464,66080,YES,extinct
1407616,occ,,IF,194584,Chirotherium barthii,species,85727,Anisian,,246.7,241.464,71138,YES,extinct
1407618,occ,,IF,194584,Isochirotherium delicatum,species,381674,Anisian,,246.7,241.464,71138,YES,extinct
1408746,occ,,,51235,Deltadectes elvetica,species,371909,Rhaetian,,205.7,201.4,66018,YES,extinct
1408749,occ,,,194662,Deltadectes elvetica,species,371909,Norian,,227.3,205.7,66018,YES,extinct
1409443,occ,,,194734,Eohupehsuchus brevicollis,species,372937,Spathian,,248.1,246.7,66173,YES,extinct
1409641,occ,,,194777,Nothosaurus zhangi,species,373012,Pelsonian,,244.24,243.33,66192,YES,extinct
1409642,occ,,,194778,Nothosaurus haasi,species,373013,Illyrian,Fassanian,243.33,239.48,66193,YES,extinct
1409643,occ,,,194779,Nothosaurus jagisteus,species,373014,Ladinian,,241.464,237,66194,YES,extinct
1409644,occ,,,103987,Nothosaurus yangjuanensis,species,373015,Pelsonian,,244.24,243.33,53078,YES,extinct
1409647,occ,,,194782,Rhaeticosaurus mertensi,species,373034,Rhaetian,,205.7,201.4,66198,YES,extinct
1409648,occ,,,194784,Dawazisaurus brevis,species,373036,Anisian,,246.7,241.464,66199,YES,extinct
1409649,occ,,,194785,Neusticosaurus peyeri,species,373037,Ladinian,,241.464,237,66200,YES,extinct
1409652,occ,,,194788,Majiashanosaurus discocoracoidis,species,373052,Olenekian,Spathian,249.9,246.7,66201,YES,extinct
1412635,occ,,,195194,Tholodus schmidi,species,263041,Anisian,,246.7,241.464,66433,YES,extinct
1412684,occ,,,195201,Hupehsuchus nanchangensis,species,194926,Olenekian,,249.9,246.7,66440,YES,extinct
1412685,occ,,,114113,Chaohusaurus zhangjiawanensis,species,374131,Middle Triassic,,246.7,237,66441,YES,extinct
1412687,occ,,,114113,Eretmorhipis carrolldongi,species,372121,Middle Triassic,,246.7,237,66069,YES,extinct
1415005,occ,,,195570,Anarosaurus pumilio,species,375028,Anisian,,246.7,241.464,66570,YES,extinct
1415006,occ,,,138123,Anarosaurus heterodontus,species,375029,Anisian,,246.7,241.464,66570,YES,extinct
1415007,occ,,,195571,Dactylosaurus gracilis,species,375030,Anisian,,246.7,241.464,78228,YES,extinct
1415008,occ,,,34729,Dactylosaurus schroederi,species,375031,Pelsonian,Illyrian,244.24,241.464,88130,YES,extinct
1415009,occ,,,96435,Dactylosaurus gracilis,species,375030,Anisian,,246.7,241.464,66570,YES,extinct
1415011,occ,,,116568,Neusticosaurus edwardsii,species,373039,Longobardian,,239.48,237,66570,YES,extinct
1415012,occ,,,195572,Lariosaurus balsami,species,89450,Longobardian,,239.48,237,66571,YES,extinct
1415013,occ,,,195572,Neusticosaurus toeplitschi,species,375032,Longobardian,,239.48,237,66571,YES,extinct
1415286,occ,,,180493,Neusticosaurus peyeri,species,373037,Fassanian,,241.464,239.48,66590,YES,extinct
1415290,occ,,,63538,Proneusticosaurus silesiacus,species,375055,Anisian,,246.7,241.464,66592,YES,extinct
1415291,occ,,,138068,Proneusticosaurus madelungi,species,375056,Anisian,,246.7,241.464,66592,YES,extinct
1415292,occ,,,63538,Hemilopas mentzeli,species,254263,Anisian,,246.7,241.464,66592,YES,extinct
1415293,occ,,,138068,Hemilopas mentzeli,species,254263,Anisian,,246.7,241.464,66592,YES,extinct
1415294,occ,,,96435,Hemilopas mentzeli,species,254263,Anisian,,246.7,241.464,66592,YES,extinct
1415295,occ,,,195612,Hemilopas mentzeli,species,254263,Spathian,,248.1,246.7,66592,YES,extinct
1415297,occ,,,195613,Hemilopas mentzeli,species,254263,Anisian,,246.7,241.464,66592,YES,extinct
1415537,occ,,,98907,Anshunsaurus huangnihensis,species,375107,Longobardian,,239.48,237,66596,YES,extinct
1415556,occ,,,97906,Xinpusaurus kohi,species,375113,Carnian,,237,227.3,66598,YES,extinct
1415673,occ,,IF,195708,Apatopus lineatus,species,64093,Carnian,,237,227.3,66612,YES,extinct
1415674,occ,,IF,153474,Apatopus lineatus,species,64093,Tuvalian,,233.6,227.3,66612,YES,extinct
1415675,occ,,IF,195709,Apatopus lineatus,species,64093,Tuvalian,,233.6,227.3,66612,YES,extinct
1415680,occ,,IF,195710,Apatopus lineatus,species,64093,Carnian,,237,227.3,66613,YES,extinct
1415681,occ,,,195711,Hispaniasaurus cranioelongatus,species,375154,Ladinian,,241.464,237,66614,YES,extinct
1415693,occ,,,123839,Atopodentatus unicus,species,288339,Pelsonian,,244.24,243.33,66615,YES,extinct
1415694,occ,,,98907,Wangosaurus brevirostris,species,375156,Longobardian,,239.48,237,66616,YES,extinct
1415801,occ,,,195751,Eorhynchochelys sinensis,species,375295,Carnian,,237,227.3,66624,YES,extinct
1417195,occ,,,85484,Glaurung schneideri,species,376053,Wuchiapingian,,259.51,254.14,66724,YES,extinct
1417381,occ,,,189501,Scutosaurus karpinskii,species,159704,Late Severodvinian,,264.28,259.51,14547,YES,extinct
1417410,occ,,,196166,Keichousaurus hui,species,172025,Longobardian,,239.48,237,66729,YES,extinct
1417418,occ,,,196168,Cyamodus rostratus,species,95797,Illyrian,,243.33,241.464,66732,YES,extinct
1417419,occ,,,196168,Cyamodus muensteri,species,255023,Illyrian,,243.33,241.464,66732,YES,extinct
1417420,occ,,,86708,Cyamodus hildegardis,species,255016,Anisian,Ladinian,246.7,237,66733,YES,extinct
1417529,occ,,,196200,Cymbospondylus nichollsi,species,263055,Anisian,,246.7,241.464,66739,YES,extinct
1417530,occ,,,123839,Dianmeisaurus gracilis,species,376104,Pelsonian,,244.24,243.33,66740,YES,extinct
1417774,occ,,,196336,Ankylosuchus chinlegroupensis,species,376190,Carnian,Norian,237,205.7,66754,YES,extinct
1417820,occ,,,74202,Drepanosaurus unguicaudatus,species,132495,Norian,,227.3,205.7,66755,YES,extinct
1417821,occ,,,13273,Dromomeron gregorii,species,148224,Norian,,227.3,205.7,66756,YES,extinct
1417822,occ,,,84269,Dromomeron gregorii,species,148224,Norian,,227.3,205.7,66756,YES,extinct
1417823,occ,,,84269,Dromomeron romeri,species,104966,Norian,,227.3,205.7,66756,YES,extinct
1417826,occ,,,196354,Dromomeron romeri,species,104966,Norian,,227.3,205.7,66756,YES,extinct
1417828,occ,,,106462,Dyoplax arenaceus,species,180130,Carnian,,237,227.3,66758,YES,extinct
1417908,occ,,,117530,Eusaurosphargis dalsassoi,species,321267,Fassanian,,241.464,239.48,66772,YES,extinct
1418153,occ,,,171384,Owenetta rubidgei,species,136937,Wuchiapingian,,259.51,254.14,66794,YES,extinct
1418462,occ,,,196506,Lariosaurus youngi,species,376615,Longobardian,,239.48,237,66819,YES,extinct
1418463,occ,,,196506,Lariosaurus xingyiensis,species,172057,Longobardian,,239.48,237,66819,YES,extinct
1418464,occ,,,196507,Wangosaurus brevirostris,species,375156,Longobardian,,239.48,237,66819,YES,extinct
1418471,occ,,,196509,Xinpusaurus xingyiensis,species,375114,Longobardian,,239.48,237,66819,YES,extinct
1418474,occ,,,153372,Xinpusaurus xingyiensis,species,375114,Longobardian,,239.48,237,66819,YES,extinct
1418475,occ,,,196510,Xinpusaurus xingyiensis,species,375114,Longobardian,,239.48,237,66600,YES,extinct
1418476,occ,,,98907,Qianichthyosaurus xingyiensis,species,376616,Longobardian,,239.48,237,66824,YES,extinct
1418480,occ,39041,,84271,Trilophosaurus buettneri,species,64922,Carnian,,237,227.3,66825,YES,extinct
1418484,occ,,,84271,Vancleavea campi,species,69043,Carnian,,237,227.3,66825,YES,extinct
1418487,occ,,,84271,Smilosuchus gregorii,species,69059,Carnian,,237,227.3,66825,YES,extinct
1418489,occ,,,84271,Calyptosuchus wellesi,species,69072,Carnian,,237,227.3,66825,YES,extinct
1418493,occ,,,71982,Otischalkia elderae,species,159207,Carnian,Norian,237,205.7,66825,YES,extinct
1418494,occ,,,71982,Smilosuchus gregorii,species,69059,Carnian,Norian,237,205.7,66825,YES,extinct
1418498,occ,,,83351,Langobardisaurus pandolfii,species,176500,Sevatian,,211.18,205.7,66826,YES,extinct
1418523,occ,,,103539,Lariosaurus hongguoensis,species,376657,Pelsonian,,244.24,243.33,66831,YES,extinct
1418524,occ,,,96875,Lariosaurus vosseveldensis,species,376658,Anisian,,246.7,241.464,66832,YES,extinct
1418528,occ,,,109710,Ceresiosaurus calcagnii,species,254266,Longobardian,,239.48,237,66834,YES,extinct
1418529,occ,,,109710,Nothosaurus cymatosauroides,species,373029,Longobardian,,239.48,237,66834,YES,extinct
1418531,occ,,,196168,Lariosaurus buzzii,species,142399,Illyrian,,243.33,241.464,66835,YES,extinct
1418532,occ,,,138101,Lariosaurus buzzii,species,142399,Ladinian,,241.464,237,66835,YES,extinct
1418533,occ,,,196513,Lariosaurus teutonicus,species,376659,Pelsonian,,244.24,243.33,66835,YES,extinct
1418638,occ,,,196536,Machaeroprosopus andersoni,species,159241,Norian,,227.3,205.7,34194,YES,extinct
1418639,occ,,,196537,Machaeroprosopus lottorum,species,347587,Norian,,227.3,205.7,60809,YES,extinct
1418646,occ,,,188759,Machaeroprosopus mccauleyi,species,69067,Norian,,227.3,205.7,66841,YES,extinct
1418647,occ,,,49499,Machaeroprosopus mccauleyi,species,69067,Norian,,227.3,205.7,66841,YES,extinct
1418648,occ,,,48422,Redondasaurus gregorii,species,347629,Rhaetian,,205.7,201.4,66842,YES,extinct
1418652,occ,,,98907,Macrocnemus fuyuanensis,species,180768,Longobardian,,239.48,237,66846,YES,extinct
1418700,occ,,,106521,Malerisaurus robinsonae,species,138926,Carnian,Norian,237,205.7,28921,YES,extinct
1418765,occ,,,104825,Mixosaurus xindianensis,species,377051,Pelsonian,,244.24,243.33,66871,YES,extinct
1418768,occ,,,196553,Mixosaurus kuhnschneyderi,species,172324,Anisian,,246.7,241.464,66872,YES,extinct
1418845,occ,,,114113,Nanchangosaurus suni,species,194927,Middle Triassic,,246.7,237,37026,YES,extinct
1418893,occ,,,196600,Nothosaurus giganteus,species,171758,Longobardian,,239.48,237,66891,YES,extinct
1418894,occ,,,96875,Nothosaurus marchicus,species,254246,Anisian,,246.7,241.464,66892,YES,extinct
1418911,occ,,,98851,Lariosaurus youngi,species,376615,Ladinian,,241.464,237,66819,YES,extinct
1418949,occ,,,86708,Lariosaurus juvenilis,species,177468,Anisian,Ladinian,246.7,237,66893,YES,extinct
1418992,occ,,,138116,Placodus gigas,species,95794,Anisian,,246.7,241.464,66894,YES,extinct
1419019,occ,,,196634,Omphalosaurus nettarhynchus,species,176045,Spathian,,248.1,246.7,66896,YES,extinct
1419046,occ,,,86708,Pachypleurosaurus edwardsi,species,373038,Anisian,Ladinian,246.7,237,66899,YES,extinct
1419047,occ,,,86841,Pachypleurosaurus edwardsi,species,373038,Ladinian,,241.464,237,66899,YES,extinct
1419050,occ,,,196651,Lepidus praecisio,species,372124,Norian,,227.3,205.7,66070,YES,extinct
1419096,occ,,,196661,Pachypleurosaurus staubi,species,179915,Fassanian,,241.464,239.48,66899,YES,extinct
1419098,occ,,,196662,Palacrodon browni,species,319572,Norian,,227.3,205.7,66904,YES,extinct
1419099,occ,,,135657,Paleorhinus ehlersi,species,100587,Carnian,Norian,237,205.7,48484,YES,extinct
